title,create_time,link,content,source,funding_round
沪指低于3000点将不推进CDR？证监会：依然按规推进,2018-06-29 16:37:33,https://www.yicai.com/brief/10114703.html,资本市场有消息称，如果沪指低于3000点，证监会将不会推进CDR。证监会对此回应称，不对市场表现做任何评价，但是CDR工作会依然按照规定依法推进。（一财）,一财,未透露
个税时间表：5000元起征点新政有望10月1日起施行,2018-06-29 12:44:15,https://www.yicai.com/news/5435493.html,个税修正案提出在2019年1月1日施行，但在施行前，自2018年10月1日至2018年12月31日，纳税人的工资、薪金所得，先行以每月收入额减除费用五千元后的余额为应纳税所得额，并按照新的税率表来计算纳税款。这意味着个税减税红包有望在10月1日起施行。（一财）,一财,未透露
《中华人民共和国个人所得税法修正案（草案）》全文公布,2018-06-29 10:49:57,,36氪讯，​中国人大网公布《中华人民共和国个人所得税法修正案（草案）》全文，并向社会公开征集意见，征求意见截止日期为7月28日。,36Kr,未透露
长沙推出最强区块链专项扶持政策，企业落户就奖200万,2018-06-29 10:23:54,https://www.jiemian.com/article/2270123.html,据红网消息，日前，长沙经济技术开发区管委会下发红头文件《长沙经开区关于支持区块链产业发展的政策（试行）》，对鼓励扶持区块链产业在开发区的发展做了具体工作布置。文件提及将设立总额30亿元的区块链产业基金，投资区块链企业。区块链企业自落户之日起，3年内给予最高200万元的扶持资金。,36Kr,未透露
加州通过数据隐私法案，增强用户对信息控制权,2018-06-29 09:12:21,https://tech.sina.com.cn/i/2018-06-29/doc-iheqpwqy6213316.shtml,美国加州州长杰瑞·布朗周四签署了一项数据隐私法案，目的是让用户对公司收集和管理个人信息的方式有更多控制权。此前，谷歌和其他大公司抗议这项立法造成了过多的障碍。根据立法草案，从2020年开始，掌握超过5万人信息的公司必须允许用户查阅自己被收集的数据，要求删除数据，以及选择不将数据出售给第三方。（新浪）,新浪,未透露
央行数字货币研究所已有63项专利申请，数字货币钱包今年最热门,2018-06-29 07:34:03,http://epaper.zqrb.cn/html/2018-06/29/content_318884.htm,据国家知识产权局官网查询，截至6月28日，央行数字货币研究所已公布申请63项专利，2017年公布申请专利57项，2018年共有6项，但值得注意的是，其中有4项涉及数字货币钱包。4项关于数字货币钱包的发明各有侧重，集中解决数字钱包登陆、同步、注销、关联账户查询等方面存在的技术缺陷和问题。（证券日报）,证券日报,未透露
发改委、商务部发布《外商投资准入特别管理措施（负面清单）》,2018-06-28 21:34:06,http://www.ndrc.gov.cn/zcfb/zcfbl/201806/t20180628_890730.html,36氪讯，据发改委网站消息，《外商投资准入特别管理措施（负面清单）（2018年版）》已经党中央、国务院同意，现予以发布，自2018年7月28日起施行。,36Kr,未透露
杭州互联网法院首次确认区块链电子存证法律效力,2018-06-28 17:35:02,http://www.xinhuanet.com/2018-06/28/c_1123051280.htm,杭州互联网法院今日对一起侵害作品信息网络传播权纠纷案进行了公开宣判，首次对采用区块链技术存证的电子数据的法律效力予以确认。（新华社）,新华社,未透露
工信部公示全国区块链和分布式记账技术标准化技术委员会筹建方案,2018-06-28 16:51:40,http://zmhd.miit.gov.cn:8080/opinion/noticedetail.do?method=notice_detail_show&noticeid=1961,36氪讯，工信部消息，根据产业需求，有关单位提出了全国区块链和分布式记账技术标准化技术委员会的筹建申请。为进一步听取各方意见，现予以公示，截止日期2018年7月27日。,36Kr,未透露
美国俄亥俄州立法机构通过区块链法案,2018-06-28 14:59:34,http://finance.sina.com.cn/stock/usstock/c/2018-06-28/doc-iheqpwqy1644283.shtml,俄亥俄州将为区块链商业交易提供法律支持，此前该州议会周三进行了投票。周三晚上，俄亥俄州参议院签署了参议院法案222，这是一项网络安全法案，俄亥俄州的众议院成员已经将其修改为囊括区块链内容。修正案更新了现有的俄亥俄州关于电子交易的法律，也包括基于区块链的交易。它将递交给州长约翰·卡西奇签字。（鞭牛士）,鞭牛士,未透露
美研究称转基因标识不会吓跑消费者，反而有助于减少顾虑,2018-06-28 12:58:03,http://www.xinhuanet.com/2018-06/28/c_1123049532.htm,美国农业部正计划出台指南，考虑让产品标注是否含有转基因成分。２７日发表在美国《科学进展》杂志上的一项研究显示，标明食品中含有转基因成分并不会吓跑消费者，反而有助于减少他们对转基因产品的顾虑。（新华社）,新华社,未透露
30城将开展治理房地产乱象专项行动 重点打击投机炒房和“黑中介”,2018-06-28 11:37:10,"http://news.cnstock.com/news,bwkx-201806-4239405.htm",住建部会同中宣部、公安部、银保监会等部委，近日联合印发通知称，决定于今年7月初至12月底，在北京、上海等30个城市先行开展治理房地产市场乱象专项行动。行动将重点打击投机炒房行为和房地产“黑中介”，治理房地产开发企业违法违规行为和虚假房地产广告。（上证报）,上证报,未透露
工信部：聚焦自动驾驶系统等关键技术，加强研发攻关,2018-06-28 10:44:54,,工信部科技司巡视员毕开春表示，下一步工信部将坚持创新驱动，聚焦LTE-V2X、智能传感器、集成电路、操作系统、自动驾驶系统等关键技术，加强研发攻关。加快交通相关基础设施进行改造升级，推进车路协同发展。建立健全安全管理制度，完善安全保障体系。（上证报）,上证报,未透露
江苏上线全国首个支付宝“办事”小程序,2018-06-28 10:00:42,,江苏省政务服务管理部门人士表示，江苏上线全国首个支付宝“办事”小程序，在全国率先打造“一网通办”。今后江苏还将积极探索在人工智能、区块链等新技术的拓展应用。（南京日报）,南京日报,未透露
国家机器人创新中心在沈阳揭牌,2018-06-28 09:30:20,http://politics.people.com.cn/n1/2018/0628/c1001-30092362.html,近日，国家机器人创新中心在中科院沈阳自动化研究所揭牌，这是设立在辽宁的首个国家级制造业创新中心。该中心以沈阳智能机器人国家研究院有限公司为依托，由中科院沈阳自动化研究所牵头组建，按照企业化机制运行，包括14家股东单位。（人民日报）,人民日报,未透露
人民日报：向网络售假挥出重拳,2018-06-28 08:24:52,http://paper.people.com.cn/rmrb/html/2018-06/28/nw.D110000renmrb_20180628_1-14.htm,从立法到执法，国家有关部门正对线上售假挥出重拳。记者调查发现，短视频变身假货展柜，朋友圈频发高仿广告，二手平台成了售假温床……面对不断花样翻新的网络售假，需要持续加大整治力度。（人民日报）,人民日报,未透露
香港楼市新政本周出台 补助房售价可能降至5折,2018-06-28 08:20:21,,香港特区行政长官林郑月娥及行政会议可能于周四批准将资助房屋定价降至比市场价低约50%，以使市民更负担得起资助房屋。目前资助房屋定价较市场价低30%。（香港经济日报）,香港经济日报,未透露
废旧铅蓄电池收集将发放许可证,2018-06-28 07:08:10,,生态环境部正考虑对电池生产、冶炼处置企业的原料合法性进行执法检查。未来或对骨干企业发放废旧铅蓄电池收集许可证，并实施全国联网电子审批跨省转移联单。（中证报）,中证报,未透露
中宣部：治理影视行业天价片酬“阴阳合同”偷逃税等问题,2018-06-27 21:08:35,http://www.xinhuanet.com/2018-06/27/c_1123046209.htm,中央宣传部、文化和旅游部、国家税务总局、国家广播电视总局、国家电影局等联合印发《通知》，要求加强对影视行业天价片酬、“阴阳合同”、偷逃税等问题的治理。《通知》强调，现阶段严格落实已有规定，每部电影、电视剧、网络视听节目全部演员、嘉宾的总片酬不得超过制作总成本的40%，主要演员片酬不得超过总片酬的70%。（新华社）,新华社,未透露
国务院常务会议：要降低实体经济物流成本,2018-06-27 18:44:11,,国务院常务会议部署调整运输结构，提高运输效率，降低实体经济物流成本。（央广网）,央广网,未透露
贵州向全球发布总投资400多亿元100个招商引资项目,2018-06-27 17:26:36,http://www.xinhuanet.com/2018-06/27/c_1123045275.htm,在日前举行的贵州省金融机构助力产业大招商恳谈会上，贵州向全球发布了年度第四批100个招商引资项目，总投资达487.6亿元。截至目前，贵州省今年已面向全球发布招商引资项目500个，投资总额超5400亿元。（新华社）,新华社,未透露
工信部拟规划5905-5925MHz为车联网直连通信工作频段,2018-06-27 14:23:10,http://zmhd.miit.gov.cn:8080/opinion/noticedetail.do?method=notice_detail_show&noticeid=1960,36氪讯，据工信部官方网站，为促进智能网联汽车在中国的应用和发展，满足车联网等智能交通信息系统的发展需要，工信部拟规划5905-5925MHz频段作为基于LTE-V2X技术的车联网（智能网联汽车）直连通信的工作频段，现公开征求意见。,36Kr,未透露
公安部《网络安全等级保护条例》征求意见：严禁泄露个人信息,2018-06-27 11:54:52,http://www.mps.gov.cn/n2254536/n4904355/c6159136/content.html,36氪讯，公安部《网络安全等级保护条例（征求意见稿）》拟将网络分为五个安全保护等级，拟规定未经允许或授权，网络运营者不得收集与其提供的服务无关的数据和个人信息，不得违反法律、行政法规规定和双方约定收集、使用和处理数据和个人信息，不得泄露、篡改、损毁其收集的数据和个人信息，不得非授权访问、使用、提供数据和个人信息。,36Kr,未透露
“香港上市直通平台”启动，三年推动100家浙江中小企业上市,2018-06-27 11:51:54,http://www.egsea.com/index.php?app=Company&mod=Info&act=news&id=257843,昨天在杭州召开的浙江省中小企业“香港上市企业平台推荐会”上，由浙江省中小企业协会新投融资专委会牵头的“香港上市直通平台”正式启动。到2020年，准备推动100家中小企业在海内外资本市场主板上市。未来平台还将扩大到A股及其他海外市场主板上市的推荐。（杭州网）,杭州网,未透露
工业和信息化部将8城市纳入宽带接入网业务开放试点,2018-06-27 09:27:52,http://www.miit.gov.cn/n1146290/n4388791/c6233644/content.html,36氪讯，从工业和信息化部获悉，为进一步深化供给侧结构性改革，现决定将宽带接入网业务试点时间延长至2020年12月31日，并在前期开放试点基础上，将黑龙江、浙江、江西、山东、海南5个省全部城市和廊坊、秦皇岛、包头、鄂尔多斯、曲靖、玉溪、楚雄、红河8个城市（州）纳入试点范围。,36Kr,未透露
工信部：加快完善数字基础设施，提升数据安全水平,2018-06-27 09:20:41,http://www.miit.gov.cn/n1146290/n1146397/c6233619/content.html,36氪讯，工信部副部长罗文在大数据技术发展与融合应用研讨会上表示，工信部将以大数据和实体经济深度融合为重点，加快完善数字基础设施，推进数据资源整合和开放共享，提升数据安全水平。要从五个方面推动大数据发展并做好监管工作：一是夯实基础设施；二是强化技术能力；三是力促推广应用；四是完善发展环境；五是加强国际合作。,36Kr,未透露
美国佛罗里达州设立新职位，监督加密货币行业,2018-06-27 08:39:23,https://www.cnbeta.com/articles/tech/740535.htm,据Coindesk最新消息，美国佛罗里达州财务长Jimmy Patronis 周二在一份声明中表示，该州决定通过设立一个新的职位来监督加密货币行业。Patronis 解释说，新的监管人员将负责执行适用的法规，以保护投资者免受潜在的恶意行为者的伤害。（cnBeta）,cnBeta,未透露
发改委酝酿建立新能源智能化汽车整合研发平台,2018-06-27 07:06:39,http://dz.jjckb.cn/www/pages/webpage2009/html/2018-06/27/content_44668.htm,发改委相关负责人透露，新能源智能化汽车将在技术创新、产业生态、法规标准、产品监管、信息安全等方面构建战略体系。未来或许会成立国家层面的智能创新发展平台公司，推进新能源智能化汽车在基础设施标准、技术规则等方面的研究和发展。（经参）,经参,未透露
企业委托境外研究开发费用可按规定进行税前加计扣除,2018-06-26 20:47:05,http://www.xinhuanet.com/2018-06/26/c_1123040012.htm,为进一步激励企业加大研发投入，加强创新能力开放合作，自2018年1月1日起，明确企业委托境外进行研发活动所发生的费用，按照费用实际发生额的80%计入委托方的委托境外研发费用。委托境外研发费用不超过境内符合条件的研发费用三分之二的部分，可以按规定在企业所得税前加计扣除。（新华社）,新华社,未透露
北京工商部门等7月起将联合严查违规销售电动车,2018-06-26 19:21:45,http://www.chinanews.com/cj/2018/06-26/8547589.shtml,自今年7月1日始，北京工商部门将联合质监、消防、公安、住建等部门，依法对违规销售电动车行为进行严查。（中国新闻网）,中国新闻网,未透露
SAE更新自动驾驶技术分级标准,2018-06-26 18:00:50,http://tech.qq.com/a/20180626/031698.htm,由SAE International国际自动机工程师学会制定的最新修订版 SAE J3016(TM)《标准道路机动车驾驶自动化系统分类与定义》标准于近日发布，该文件涉及驾驶中的三个主要参与者：（人）用户，驾驶自动化系统以及其他车辆系统和组件。SAE是当今汽车以及航空行业的顶级标准制定组织，对参照标准进行了多次更新。（腾讯）,腾讯,未透露
浙江网信办通报“二更食堂”处理结果：已解散13人运营团队,2018-06-26 15:24:45,https://mp.weixin.qq.com/s/mvk9qHhoXhbJMsnv1zk1Mg,36氪讯，网信浙江今日通报5起自媒体传播有害信息典型案例，其中包括杭州“二更食堂”微信公众号低俗炒作空姐顺风车遇害案。通报称：二更已永久关停“二更食堂”公众号，承诺永不启用注册品牌保护性账号“食堂君”，免去事件直接责任人李某在公司的一切职务，解除其劳动合同，解散“二更食堂”公众号13人运营团队。,36Kr,未透露
工信部：突破人工智能核心技术，加快关键共性技术研发,2018-06-26 13:34:50,https://www.thepaper.cn/newsDetail_forward_2219268,工业和信息化部总经济师王新哲透露，工信部将继续推动人工智能产业发展迈上新台阶。其中包括突破核心技术，增强发展动力。推动产、学、研、用之间融合互动，引导人工智能产业技术创新体系建设，夯实智能传感器、人工智能芯片和基础软件等产业核心基础，加快关键共性技术研发，促进人工智能技术与各行业融合发展。（澎湃）,澎湃,未透露
重庆将重点围绕12大产业打造智能产业集群,2018-06-26 12:16:59,http://kuaixun.stcn.com/2018/0626/14343880.shtml,重庆市政府市长唐良智26日在国新办举行的发布会上表示，加快推动“重庆制造”向“重庆创造”“重庆智造”转变，着力培育智能产业，重点围绕大数据、人工智能、集成电路、智能超算、软件服务、物联网、汽车电子、智能机器人、智能硬件、智能网联汽车、智能制造装备、数字内容等12大产业，打造智能产业集群。（证券时报）,证券时报,未透露
工信部：努力推动人工智能产业发展迈上新台阶,2018-06-26 10:37:16,http://www.egsea.com/index.php?app=Company&mod=Info&act=news&id=257125,工信部总经济师王新哲指出，工信部将努力推动人工智能产业发展迈上新台阶。第一，突破核心技术，增强发展动力；第二，深化融合应用，升级智能制造；第三，加强部省协同，打造产业集群；第四，完善政策体系，营造良好环境。提出将夯实智能传感器、人工智能芯片和基础软件等产业核心基础，加快关键共性技术研发，促进人工智能技术与各行业融合发展。（证券时报）,证券时报,未透露
英国法院将对Uber能否继续在伦敦运营做出判决,2018-06-26 10:24:31,http://www.techweb.com.cn/world/2018-06-26/2679126.shtml,据外媒报道，伦敦一家法院最早周二（当地时间）裁定，Uber伦敦分部在当地的运营是否“合适且恰当”。伦敦最高交通监管部门于去年拒绝授予Uber新的汽车服务许可证，称该公司缺乏企业责任感。Uber则表示对过去犯下的错误表示道歉，并称正在解决监管部门的担忧。（TechWeb）,TechWeb,未透露
工业和信息化部：打造基于工业互联网平台的制造业新生态,2018-06-26 10:16:16,"http://news.cnstock.com/news,bwkx-201806-4238436.htm",下一步，信息化和软件服务业司将以工业互联网平台建设为突破口，加快新技术、新产品、新业态、新模式培育与推广，打造基于工业互联网平台的制造业新生态。（上海证券报）,上海证券报,未透露
欧盟与亚马逊、阿里等签订协议：打击网售危险品,2018-06-26 09:36:45,https://tech.sina.com.cn/i/2018-06-26/doc-ihencxtu2028146.shtml,欧盟委员会与阿里速卖通、亚马逊、eBay和乐天法国签订协议，希望以此打击欧盟购物网站上销售的危险品。按照欧盟委员会的定义，危险内容包括煽动性和仇恨性内容，以及暴力和儿童色情内容，此外还包括不安全产品和侵权产品。这四家电商都同意在收到政府通知后两天内下架危险品，并在收到消费者通知后5天内作出回应。（新浪）,新浪,未透露
影响司法调查：多地监管机构要求豁免欧盟数据新规,2018-06-26 08:18:26,https://tech.sina.com.cn/i/2018-06-26/doc-ihencxtu1545921.shtml,监管部门官员对路透社表示，北美、英国和亚洲的金融监管机构正紧急寻求关于欧盟最新数据保护规定的豁免，以免这项规定不利于跨境的案件调查。这些官员警告，如果欧盟未能明确将市场监管部门排除在欧盟“通用数据保护条例”（GDPR）之外，那么可能会不利于涉及操纵市场和反欺诈的国际调查和司法行动。（新浪）,新浪,未透露
工信部：加快推进新能源汽车动力蓄电池回收利用,2018-06-25 20:26:24,http://www.jiemian.com/article/2258874.html,工信部节能与综合利用司司长高云虎指出，加快推进新能源汽车动力蓄电池回收利用，要统筹谋划。一是加强区域协作，将动力蓄电池回收利用工作打造成为长江经济带绿色发展工作的亮点。二是加快构建回收体系，通过多种形式构建跨行业联合共同体。三是加强产业布局。四是加强政策引导，鼓励企业持续加强技术研发与创新，做好技术储备。（界面）,界面,未透露
工信部：推动互联网、大数据、人工智能和实体经济深度融合,2018-06-25 19:51:34,http://kuaixun.stcn.com/2018/0625/14342021.shtml,工信部信称，推动互联网、大数据、人工智能和实体经济深度融合，培育壮大经济发展新动能。下一步将持续推进“宽带中国”建设，做好网络提速降费工作，加快推进5G研发和产业化。以IPv6规模部署为契机，加快下一代网络建设，推进工业领域IPv6的应用。（证券时报）,证券时报,未透露
网传棚改一刀切叫停？ 接近国开行人士称未听说,2018-06-25 19:05:08,http://finance.sina.com.cn/money/bond/market/2018-06-25/doc-ihencxtt8937699.shtml,著名财经大V曹山石称，各地PSL（抵押补充贷款）审批暂停，回收国开行总行，等待新政策。微博网友称，这意味着棚改的全面叫停。记者向接近国开行人士求证，对方表示并未听说暂停这种事情。（新浪财经）,新浪财经,未透露
央媒：警惕传销区块链等高科技变种坑害投资者,2018-06-25 18:49:40,http://www.xinhuanet.com/fortune/2018-06/25/c_1123029182.htm,"区块链是目前全球关注的具有颠覆性意义的科技创新领域。不过，在应用初期，不少传销行为打着区块链旗号招摇撞骗，侵害了投资者权益，扰乱了市场秩序。一些不法分子也借机炒作，或“空手套白狼”,炒高币值“割韭菜”，或以“虚拟币”之名行“传销币”之实。（经济参考报）",经济参考报,未透露
中国央行：增加支小支农再贷款和再贴现额度共1500亿元,2018-06-25 16:10:25,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3564925/index.html,36氪讯，中国人民银行印发《关于进一步深化小微企业金融服务的意见》，增加支小支农再贷款和再贴现额度共1500亿元。,36Kr,未透露
阿布扎比推出面向中东的加密资产框架,2018-06-25 15:35:41,,阿联酋阿布扎比全球市场ADGM推出面向中东市场的加密资产框架。（彭博）,彭博,未透露
取消漫游后继续降资费，运营商将调流量价格,2018-06-25 15:04:30,http://mi.techweb.com.cn/tmt/2018-06-25/2678608.shtml,据业内人士的说法，接下来三大运营商将开始调整不限量套餐和价格，预计最入门的无限量流量套餐的价格将会只有50元人民币，比之前大幅度降低。此举只要是相应工信部此前的要求，要求移动网络流量资费年内最少降低30%左右。（TechWeb）,TechWeb,未透露
最高检：严查互联网金融等重点领域金融犯罪案件,2018-06-25 13:24:26,"http://news.cnstock.com/news,bwkx-201806-4238019.htm",最高人民检察院检察委员会委员、法律政策研究室主任万春今日称，要加大金融案件办案力度，严肃查办互联网金融、证券期货、银行保险等重点领域、重点环节的金融犯罪案件，加强对新型疑难案件、跨区域涉众型案件的研究和指导，及时制定司法解释和规范性文件。（中证网）,中证网,未透露
交通运输部：2020年全国高速铁路里程达到3万公里以上,2018-06-25 11:44:14,https://www.thepaper.cn/newsDetail_forward_2216641,交通运输部透露，日前交通运输部制定了《交通运输服务决胜全面建成小康社会开启全面建设社会主义现代化国家新征程三年行动计划》。计划明确，到2020年高速铁路里程达到3万公里，覆盖80%以上的城区常住人口100万以上的城市。（澎湃新闻）,澎湃新闻,未透露
受日本民宿新法影响，Airbnb房源持续下架,2018-06-25 07:24:06,http://www.bbtnews.com.cn/2018/0625/248683.shtml,日本《住宅宿泊事业法》对共享住宿的影响还在持续发酵，作为全球最大的共享民宿短租平台Airbnb受到了很大冲击。目前日本民宿已经实施超过一周时间，尽管Airbnb已下架了未完成经营许可注册的数千套民宿房源，但日本观光厅仍严令Airbnb进行整改。（北京商报）,北京商报,未透露
华兴资本已于昨日向港交所交表，正式启动上市流程,2018-06-23 09:04:07,https://mp.weixin.qq.com/s?__biz=MzU2NDQ3NjExNg==&mid=2247485221&idx=2&sn=f84049ad48ef6a526d9de449c3b23370&chksm=fc4b269ecb3caf88395d95d41e84c2f7d5d1d372e3aaa48357c4d3b610cc00184b99b2e98e17&scene=0&key=c959302867dfd466564f064c0af28edef951dd978cdea276fff9a,昨日（6月22日），华兴资本正式向港交所提交上市A1申请，启动港股上市流程。华兴资本IPO的主承销商为高盛、摩根士丹利、工银国际和华兴资本。港交所将于下周一正式公布A1申请。（IPO早知道）,IPO早知道,未透露
海南在快递行业全面推广绿色包装,2018-06-22 17:02:34,http://www.xinhuanet.com/2018-06/22/c_129899009.htm,根据海南省加快推进快递业绿色包装应用细化方案：2018年将在省内同城快递业务推广使用可降解、可重复利用的环保包装材料；2019年制订快递业绿色包装海南省标准；2020年基本实现省内同城快递业务绿色包装应用全覆盖；2022年基本建成快递包装物回收体系；2023年基本建立海南省快递业包装治理体系。（新华社）,新华社,未透露
国家药监局加速批准境外新药上市：可缩短1-2年,2018-06-22 16:59:22,http://m.news.cctv.com/2018/06/22/ARTIUz9sfOq9HRNg6EaXIU0z180622.shtml,国家药监局局长焦红介绍加快境外上市新药审评审批有关工作情况：简化境外上市新药审批程序，对于境外已上市的防治严重危及生命且无有效治疗手段疾病以及罕见病的药品，同时经研究确认不存在人种差异的，申请人无需申报临床试验，可直接以境外试验数据申报上市，药品上市时间将加快1-2年。（央视新闻）,央视新闻,未透露
广州充电基础设施补贴标准出炉，建桩用电均有补贴,2018-06-22 16:37:19,http://www.gzhea.org.cn/Article/20180622/6010.html,36氪讯，​广州市工业和信息化委员会发布《广州市电动汽车充电基础设施补贴资金管理办法》，办法规定了对充电设施建设项目和专用、公用充电设施给予年度运营电量的补贴标准。充电设施建设项目的补贴对象为直流充电桩、交直流一体化充电桩、交流充电桩、无线充电设施、换电设施等。,36Kr,未透露
FDA首次批准植入式血糖监测设备上市,2018-06-22 12:33:48,,6月21日，美国食品和药物管理局（FDA）首次批准“传感器可完全植入”的葡萄糖监测设备在美国上市，该设备可对成人糖尿病患者进行长达90天的持续血糖监测。设备使用可完全皮下植入的小型传感器，植入步骤在医院门诊即可操作，使用时每5分钟将血糖数据传输到手机里的专用软件上。（新华社）,新华社,未透露
三大运营商均宣布取消流量“漫游”费,2018-06-22 11:44:06,,中国电信宣布，自2018年7月1日开始，取消流量“漫游”费，手机用户省内流量升级为国内流量（不含港澳台流量）。至此，三大运营商均确认7月1日起取消流量“漫游”费。（财联社）,财联社,未透露
财政部金融司司长：放任区块链和ICO会干扰央行调控职能,2018-06-22 10:19:15,,财政部金融司司长王毅在《中国金融》杂志发表文章《当前中国金融体系发展思考》，文中表示，如果放任区块链技术和首次代币发行（ICO）野蛮生长，不仅会冲击货币发行秩序，也会干扰央行的调控职能。（华尔街见闻）,华尔街见闻,未透露
美、英、澳等国组成国际税务执法小组 打击虚拟货币避税,2018-06-22 09:43:05,,美国财政部官员正与英国、澳大利亚、加拿大和荷兰的同行组成一个国际税务执法小组，专注于打击使用网络或虚拟货币进行避税的犯罪行为。美国国税局刑事调查处处长Don Fort 表示，该小组将探讨如何改善作战层面的协作与逃税案件的起诉。（彭博）,彭博,未透露
海南：加快推动科技成果产业化和资本化发展,2018-06-22 09:03:51,,海南省将吸引社会加大对海南省科技成果转化的投入。海南省科技成果转化投资基金将募集2亿元至2.5亿元，省级财政预算安排4000万元；海南省科技成果转化投资基金管理公司将依法向社会募集1.6亿元至2.1亿元，其中包含基金管理公司按照不低于基金规模1%的比例配置注入的部分。 （海南日报）,36Kr,未透露
瑞士央行董事：瑞士央行不考虑发行数字法郎,2018-06-22 08:50:53,,瑞士央行董事Thomas Moser：加密货币和区块链技术太过原始，瑞士央行不考虑发行数字法郎。（swissinfo.ch）,swissinfo.ch,未透露
韩国财政部否认对加密货币征收资本利得税,2018-06-22 08:42:59,,韩国财政部否认对加密货币征收资本利得税的消息。  （彭博）,36Kr,未透露
人民日报评论：为足彩拧紧安全阀门,2018-06-22 08:08:07,http://paper.people.com.cn/rmrb/html/2018-06/22/nw.D110000renmrb_20180622_3-05.htm,对于足彩而言，考虑到互联网销售的涉及面之广、管理难度之大，光靠无形之手很难做到风险尽除，还必须借助有形之手的把关调控。毕竟，一旦有某一家网站“跑路”，损害的将不仅仅是一部分彩民的利益，也会影响彩票事业整体的健康发展。最好的安全措施，就是强化监管、落实责任。,36Kr,未透露
美国电商开始全面征税，线上线下公平竞争,2018-06-22 07:24:55,https://tech.sina.com.cn/i/2018-06-22/doc-ihefphqm3335455.shtml,美国最高法院周四以5比4的票数判决，各州有权对互联网电商公司的跨州销售征税。这意味着美国消费税体系正式全线覆盖网络电商。美国网络电商的税收红利期正式结束，他们将步入与普通零售商平等竞争的时代。（新浪）,新浪,未透露
网贷备案延期为全国口径 不是地方决策,2018-06-22 07:19:23,http://wap.stcn.com/dzb/2018-06-22/1167885.htm,虽然网贷备案延期目前尚未出台明确的书面通知，但多位接近监管人士表示，备案延期是全国性的，并不属于地方的决策。（证券时报）,证券时报,未透露
上海自贸区：支持境外创新企业在沪发行CDR,2018-06-21 17:50:53,https://www.thepaper.cn/newsDetail_forward_2209707,上海自贸区出扩大金融开放25条举措：支持境外投资者参与上海证券市场，支持境外创新企业在沪发行中国存托凭证（CDR），争取年内开通“沪伦通”；持续深化原油期货、“沪港通”、“债券通”、黄金国际板的金融创新；支持上海保交所搭建国际再保险交易平台，探索建立保险业“一带一路”国际再保险共同体，进一步提升上海自贸试验区的全球金融资源配置能力。（澎湃）,澎湃,未透露
深圳网信办整顿互联网金融违规交易，关闭199个非法微信公众号,2018-06-21 17:24:35,https://mp.weixin.qq.com/s/D_i-utYZ_z_q_e2whY4tMQ,36氪讯，近日，深圳市网信办在省网信办的指导下，持续重拳出击，依法查处网上违法违规行为，会同市金融办对腾讯公司微信产品中存在的“微盘”等互联网金融违规交易行为进行专项清理整顿。深圳市网信办称，根据网民举报线索和有关部门调查核实的信息，指导腾讯公司依法关闭非法微信公众账号199个。,36Kr,未透露
上交所魏刚：市场对目前创新企业试点上市的政策存在误读,2018-06-21 16:09:17,https://finance.qq.com/a/20180621/034375.htm,正和岛2018创变者年会现场，上海证券交易所发行中心总经理魏刚表示，市场对目前的政策存在误读，交易机构将大力支持科技创新企业的上市，并为其量身打造一些制度。魏刚表示，资本市场下一步在支持没有前途发展的企业上一定会紧，但是在支持科技型企业上市方面一定会松。（腾讯）,腾讯,未透露
深圳年内将建具有无人驾驶资质测试场,2018-06-21 15:56:54,http://auto.qq.com/a/20180621/010150.htm,“2018GIV全球智能汽车前沿峰会”在深圳五洲宾馆举行。会上透露，深圳市政府计划在年内建设深圳首个具有无人驾驶资质的测试场。（深圳晚报）,深圳晚报,未透露
肖亚庆会见诺基亚集团CEO苏立，双方就5G发展前景等进行交流,2018-06-21 15:45:40,http://www.sasac.gov.cn/n2588025/n2643314/c9151300/content.html,36氪讯，国务院国资委主任肖亚庆今日会见诺基亚集团总裁兼首席执行官苏立一行。双方就进一步加强和深化国资委、中央企业与诺基亚的合作、现代通信业发展、5G的发展前景等进行了广泛深入交流。,36Kr,未透露
锂电池被中国赶超，日本要举国研发新一代产品,2018-06-21 15:33:19,http://tech.huanqiu.com/science/2018-06/12311462.html,《日本经济新闻》报道称，日本新能源产业技术综合开发机构近日宣布，将与丰田汽车和松下等企业启动新一代高效电池“全固体电池”核心技术的开发。力争2022年度之前确立技术。在纯电动汽车使用的锂电池领域，日本企业被中国企业赶超。将举全日本之力推进研发，力争实现电池产业的复权。（环球网）,环球网,未透露
国家卫健委新政策：电子健康档案向个人开放,2018-06-21 15:26:23,http://www.nhfpc.gov.cn/jws/s3577/201806/acf4058c09d046b09addad8abd395e20.shtml,36氪讯，国家卫生健康委员会、财政部、国家中医药管理局公开发布了《关于做好2018年国家基本公共卫生服务项目工作的通知》，《通知》表示，在保障个人信息安全的情况下，推进电子健康档案向个人开放，方便群众查询自身健康信息，调动群众参与自我健康管理的积极性，提高群众获得感。,36Kr,未透露
