title,create_time,link,content,source,funding_round
全国性187条网贷备案验收细则或将于7-8月出台,2018-07-17 17:16:19,http://www.bjnews.com.cn/finance/2018/07/17/495496.html,监管方或将于7-8月间落实180余条的网贷备案验收细则，具体细则为187条。这是继中国互金协会及此前上海、广州、深圳、江苏等地互金协会集体发声后，针对P2P网贷平台的最新监管动向。这次是由国家体系制定、并将在全国执行的网贷备案验收细则，杜绝因地方监管套利而出现验收问题及风险隐患。（新京报）,新京报,未透露
香港金管局：50家机构欲申请虚拟银行牌照,2018-07-17 14:28:07,,香港金管局总裁陈德霖：目前有包括海内外科技企业在内的约50家机构表示了申请虚拟银行牌照的意向。（香港电台）,香港电台,未透露
江苏互金协会：网贷平台高管通讯工具必须24小时畅通,2018-07-17 12:43:47,https://mp.weixin.qq.com/s/4u9EdcVdEf-8A5bmgzuKfA,36氪讯，江苏互金协会发布《关于进一步强化江苏省网络借贷信息中介机构合规经营的通知》，通知要求，各网贷平台的客服热线、实际控制人、高级管理人员通讯工具必须保持24小时畅通，加强对官网的及时维护，确保官网正常运行，投资人能及时了解平台信息。,36Kr,未透露
工信部：从五方面推进关键软件技术和产业高质量发展,2018-07-17 10:12:43,http://www.miit.gov.cn/n1146290/n1146397/c6261348/content.html,36氪讯，工信部副部长陈肇雄表示，要持之以恒、扎实推进中国关键软件技术和产业高质量发展，重点做好五个方面的工作：一是补齐关键短板。加快关键核心技术创新突破，补齐关键基础软件等短板。二是实现换道超车。前瞻布局，加强云计算、大数据、人工智能、工业互联网等新兴关键软件技术和系统研发。三是推进应用普及。四是优化发展环境。五是强化人才支撑。,36Kr,未透露
互金协会就网贷爆雷潮首度发声：避免过度渲染影响市场秩序,2018-07-17 07:32:10,https://finance.qq.com/a/20180716/043043.htm,针对6月以来网贷行业的爆雷潮，中国互联网金融协会首度发声，称整治是为了更好的发展，应避免因对一些事件的过度渲染和错误解读影响市场正常秩序，并呼吁相关部门应进一步加大打击恶意逃废债等行为。（腾讯一线）,腾讯一线,未透露
港交所李小加：港交所永远不会阻拦北上投资者去内地交易所投资,2018-07-16 19:36:51,http://www.egsea.com/news/detail?id=266774,港交所行政总裁李小加表示，假如内地的CDR有一天决定让所有新经济公司都能在A股上市，港交所肯定会允许通过沪、深股通去投资所有的CDR。香港交易所永远不会阻拦北上的投资者去内地交易所投资。日前沪深港两地交易所通知，同股不同权公司暂不纳入港股通。（证券时报）,证券时报,未透露
李小加：内地拒小米入港股通是小算盘，将与证监会商榷,2018-07-16 19:16:01,https://finance.qq.com/a/20180716/038666.htm,针对内地交易所推出新规，令上市一周的小米纳入港股通“梦碎”一事，港交所行政总裁李小加公开表示，内地交易所是商业机构，有小算盘属正常，若需在公司上市前宣布规则，以便令投资者有预期。他还表示，即日赴京，与中国证监会商讨如何解决分歧。（腾讯一线）,腾讯一线,未透露
G20监管机构发布数字货币监控框架，预防潜在风险,2018-07-16 18:46:11,https://tech.sina.com.cn/it/2018-07-16/doc-ihfkffak7372885.shtml,全球性金融监管机构“金融稳定委员会”（FSB）今日发布了一个框架，旨在警惕性地监控比特币等数字加密货币可能带来的风险。FSB今日在一份声明中称：“监控数字加密货币资产市场的规模和发展状况，有助于了解财富效应的潜在规模，尤其是在数字加密货币贬值时。”（新浪）,36Kr,未透露
一财：正在起草完善方案过程中的房地产税有望加快推出,2018-07-16 18:06:34,https://www.yicai.com/news/5439368.html,今日在上半年国民经济运行情况发布会上，国家统计局新闻发言人毛盛勇提到，中央下一步将加快推进房地产税相关政策举措。国家行政学院冯俏彬对此表示，国家统计局发言人以前很少直接提及房地产税，这次明确提出加快推进房地产税相关举措，是一个不同寻常的信号，说明房地产税推出工作正陆续就位。（第一财经）,第一财经,未透露
浙江横店影视产权交易中心开业，打造全产业链基地,2018-07-16 14:01:00,http://biz.zjol.com.cn/zjjjbd/ycxw/201807/t20180716_7789410.shtml,浙江横店影视产权交易中心总经理刘涛介绍，交易中心将利用先进信息技术和各类金融工具进行产品开发和业务模式创新，打造全产业链影视产权交易平台。交易中心将开发设计以影视文化企业或项目为标的的产品，为影视文化企业和投资机构开展影视产品和服务交易以及投融资提供服务支持。（浙江在线）,浙江在线,未透露
香港金管局即将推出区块链贸易融资平台,2018-07-16 13:46:18,http://www.ftchinese.com/story/001078494,香港金管局将于下月上线区块链贸易融资平台，将包括汇丰和渣打在内的21家银行连接起来，该平台由中国平安集团设计，将成为政府主导的首批旨在升级9万亿美元全球贸易融资行业的重要项目之一。（FT中文网）,FT中文网,未透露
四部门整治自媒体“洗稿”，重点监管短视频平台,2018-07-16 12:58:33,http://www.ncac.gov.cn/chinacopyright/contents/518/382504.html,36氪讯，国家版权局、国家互联网信息办公室、工信部、公安部联合启动 “剑网2018”专项行动，旨在打击网络侵权盗版。“剑网2018”专项行动将在对网络转载、短视频、动漫等重点领域开展版权专项整治。据了解，此次专项行动自7月上旬开始，持续4个多月。,36Kr,未透露
国家统计局：2018上半年我国GDP同比增长6.8%,2018-07-16 12:40:45,https://app.peopleapp.com/Api/600/DetailApi/shareArticle?type=0&article_id=1970893,国家统计局初步核算，今年上半年我国GDP总量418961亿元，按可比价格计算，同比增长6.8%。二季度同比增长6.7%，增速比一季度放缓0.1个百分点，连续12个季度保持在6.7%-6.9%的区间。（人民日报）,人民日报,未透露
广州互金协会：拟退出的网贷机构应做好稳妥退出工作,2018-07-16 10:59:50,http://www.gzifa.org/notice/772,36氪讯，广州互联网金融协会官网发布《关于进一步做好网贷机构风险防范及稳妥退出工作的通知》，要求会员单位出现项目逾期时，不得跑路、失联，第一时间与出借人做好沟通工作，确保电话、网站、APP等正常运作、办公场所正常营业，主要负责人和高管必须亲自出面与出借人等利益相关方沟通，并制定合理有效的还款计划。,36Kr,未透露
上海发布《上海市工业互联网产业创新工程实施方案》,2018-07-16 07:15:45,http://kuaixun.stcn.com/2018/0715/14387385.shtml,《上海市工业互联网产业创新工程实施方案》近日发布，明确未来三年上海工业互联网发展的路线图，包括实施功能体系建设、集成创新应用、产业生态培育等内容。安信证券认为，工业互联网作为连接工业全系统、全产业链、全价值链，支撑工业智能化发展的关键基础设施，是互联网从消费领域走向生产领域的核心载体，随着政策逐渐落地，工业互联网发展速度有望加快。（上证资讯）,上证资讯,未透露
泰国央行行长：正在通过监管沙箱审查区块链应用申请,2018-07-13 20:00:52,,泰国央行行长Veerathai Santiprabhob称，正在通过央行的监管沙箱，审查用于文件认证、供应链金融、跨境支付等领域的多个区块链应用申请。Santiprabhob还表示，央行正在寻求应用区块链技术和其他技术来保护财务信息，以减少欺诈行为。（CCN）,CCN,未透露
深圳市交委：无人驾驶首批测试开放路段即将公布,2018-07-13 19:29:05,,在中国无人驾驶产业化峰会上，深圳市交委综治处处长韩浩透露，首批道路测试开放路段将于近期公布，下一步，深圳还将加快建设封闭测试场和示范区，结合企业需求提供定制化测试服务，同时结合自动驾驶技术升级，进一步开放道路测试区域，加快形成城市级开放测试环境。（每经）,每经,未透露
中央财经委会议要求扩大科技领域对外开放,2018-07-13 19:14:18,,中央财经委会议要求减坚持合作创新，扩大科技领域对外开放。（央视）,央视,未透露
北京市教委下发通知 鼓励发展人工智能网络安全专业,2018-07-13 18:52:01,https://mp.weixin.qq.com/s/zqpjQG_iFsTcODHuQkEhKw,北京市教委明确，市属高校专业调整需进行申报，申报范围包括新设置本科专业、第二学士学位专业，调整专业学位授予门类和修业年限，撤销专业等。按照通知要求，各高校要主动服务国家战略和北京经济社会发展需要，增设乡村振兴、健康中国、人工智能、网络安全、外语非通用语种等领域相关专业。 （网信北京）,36Kr,未透露
国务院会议决定新设一批跨境电商综合试验区,2018-07-13 18:46:23,,国务院会议决定新设一批跨境电商综合试验区。（央广）,央广,未透露
深交所召开创投机构座谈会，共商深化创业板改革,2018-07-13 18:28:13,,7月13日，深交所组织召开创投机构座谈会，听取创投机构对近期经济形势、行业发展、资本市场稳健运行，以及对深交所工作的意见和建议。深创投、前海母基金、达晨、松禾、赛富等十多家创投机构合伙人参会，共商服务创新驱动发展战略、深化创业板改革、积极防控风险。（新浪）,新浪,未透露
上海未来三年工业互联网发展路线图出炉,2018-07-13 17:47:27,https://www.shobserver.com/news/detail?id=96347,上海市政府发布《上海市工业互联网产业创新工程实施方案》，方案显示：到2020年，通过实施上海工业互联网“533”创新工程，实现“全面促进企业降本提质增效、推动传统产业转型升级、助力国家在工业互联网发展中的主导力和话语权”三大目标。（上观）,上观,未透露
国家税务总局要求各级税务机关加强影视行业税收征管,2018-07-13 15:34:59,http://www.chinatax.gov.cn/n810219/n810724/c3578061/content.html,36氪讯，国家税务总局印发《通知》要求，各级税务机关要加强对影视行业的税源管理。依法确定影视行业纳税人税款征收方式。加强对影视企业和影视行业从业人员的税收风险分类管理，对存在税收违法行为的依法进行处理，并按规定列入税收“黑名单”，推送相关部门开展联合惩戒。,36Kr,未透露
央行：任何单位在推广非现金支付工具时不得炒作“无现金”概念,2018-07-13 15:09:48,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3577298/index.html,36氪讯，央行表示，任何单位和个人在推广非现金支付工具时，不得炒作“无现金”概念。任何单位和个人不得以格式条款、通知、声明、告示等方式拒收现金，依法应当使用非现金支付工具的情形除外。任何单位和个人存在拒收或者采取歧视性措施排斥现金 等违法违规行为的，应当自本公告公布之日起一个月内进行整改。,36Kr,未透露
央行发布《非银行支付机构开展大额交易报告工作有关要求的通知》,2018-07-13 14:30:37,http://www.pbc.gov.cn/zhengwugongkai/127924/128038/128109/3577288/index.html,36氪讯，央行发布《非银行支付机构开展大额交易报告工作有关要求的通知》，称非银行支付机构应当以客户为单位，按资金收入或者支出单边累计计算并报告下列大额交易：①当日单笔或者累计交易额人民币5万元以上（含5万元）、外币等值1万美元以上（含1万美元）的现金收支。,36Kr,未透露
上海2018年计划推广超4.3万辆新能源车,2018-07-13 13:55:00,http://wap.sh.gov.cn/nw2/nw2314/nw2319/nw10800/nw11408/nw42839/u26aw56434.html,36氪讯，上海市近日发布《上海市清洁空气行动计划(2018-2022年)》。《计划》要求加快建设城市绿色交通运输体系，减少移动源污染排放。2018-2020年，新能源汽车(标准车)推广数量分别不低于4.3万辆、5万辆、6万辆。新增、更新公务用车中新能源车比例大于80%。,36Kr,未透露
中国财政部：延长高新技术企业和科技型中小企业亏损结转年限到10年,2018-07-13 12:00:27,http://szs.mof.gov.cn/zhengwuxinxi/zhengcefabu/201807/t20180713_2960452.html,36氪讯，中国财政部近日发布通知称，自2018年1月1日起，当年具备高新技术企业或科技型中小企业资格的企业，其具备资格年度之前5个年度发生的尚未弥补完的亏损，准予结转以后年度弥补，最长结转年限由5年延长至10年。,36Kr,未透露
对机票退改签费问题，民航局新规即将下发,2018-07-13 10:36:57,http://finance.chinanews.com/sh/2018/07-13/8565634.shtml,规范机票销售、退改签服务。民航局在广泛征求意见的基础上拟定了《关于改进民航票务服务工作的通知》，提出了具体的改进举措，近日即将下发。内容包括对航空公司、OTA平台和销售代理人等规范制度、改进服务方面提出要求。（中新网）,中新网,未透露
新版电子税务局系统发布，可实现全税种一网申报,2018-07-13 09:54:39,http://www.xinhuanet.com/2018-07/12/c_1123117301.htm,从中国航天科工集团有限公司旗下航天信息股份有限公司了解到，新版电子税务局系统已正式发布，系统全面支持国地税业务，实现全税种一网申报。纳税人可以在电子税务局办理税务登记、申报缴税、发票申领、发票代开等所有涉税业务，纳税申报系统实现了十表合一，减少了企业90%以上的申报表填写工作量。（新华社）,新华社,未透露
香港证监会对收购规则中的赔偿及合规条款进行修订,2018-07-13 09:10:59,http://www.egsea.com/news/detail?id=265531,香港证监会今天就《公司收购、合并及股份回购守则》的建议修订发表谘询总结。经修订的两份守则今天生效。新引入的措施包括，赋权收购委员会可要求违反该两份守则的人向蒙受损失的股东支付赔偿，以及将清洗交易宽免的投票门槛提高至必须取得75%的独立股东批准，以加强对投资者的保障。（证券时报）,证券时报,未透露
《海南省清洁能源汽车发展规划》目前正在编制,2018-07-13 09:01:26,"http://news.cnstock.com/news,bwkx-201807-4245978.htm",目前，《海南省清洁能源汽车发展规划》正在编制，据介绍，海南省新能源汽车充电相关费用主要由两部分组成，基础电价和充电服务费。按照初步测算，基础电价和充电服务费叠加每度电在1.0元-1.5元之间。（中国证券网）,中国证券网,未透露
人民日报海外版：互联网金融须扎紧“安全带”,2018-07-13 08:07:25,http://money.people.com.cn/GB/n1/2018/0713/c42877-30144381.html,人民日报海外版刊文称：来自国家互联网金融风险分析技术平台的监测显示，今年以来，含有虚假宣传信息的互联网金融网站数量有增加之势，到5月份已达到3377个。虽然专项整治取得了巨大成效，但就目前来看，互联网金融领域风险防范化解任务仍然艰巨，适应互联网金融特点的监管体制机制有待进一步完善。,36Kr,未透露
印方官员：中国可能很快批准印度仿制药的进口,2018-07-12 21:43:20,https://www.pingwest.com/w/174773,引述路透社消息，印度贸易促进机构一名负责人表示，中国准备迅速批准印度生产的药品。印度贸易官员在新德里表示，印度公司有望填补中国在仿制药(非专利药/generic drug)、软件、糖和部分稻米品种的需求缺口。（品玩）,品玩,未透露
为清洁空气，上海拟年内推4.3万辆新能源车,2018-07-12 19:50:35,http://www.shanghai.gov.cn/nw2/nw2314/nw2319/nw12344/u26aw56434.html,36氪讯，上海市发布《上海市清洁空气行动计划（2018-2022年）》指出，加快建设城市绿色交通运输体系，减少移动源污染排放。《计划》要求，2018-2020年，新能源汽车（标准车）推广数量分别不低于4.3万辆、5万辆、6万辆。新增、更新公务用车中新能源车比例大于80%。,36Kr,未透露
上交所召开上市公司座谈会,2018-07-12 19:08:04,https://mp.weixin.qq.com/s/6XA6olwtvLNS4nbPy3aJ3Q,36氪讯，7月11日，上交所召开上市公司座谈会。座谈会邀请了具有行业代表性的10家沪市公司，既有金融、房地产、化工等传统行业公司，也有新零售、新能源电池等新兴行业、新业态公司。会议听取了上市公司对近期经济形势、行业发展、中美贸易争端，以及维护资本市场稳健运行的意见和看法。,36Kr,未透露
德国法院裁定父母有权访问已逝子女的Facebook账号,2018-07-12 18:47:42,https://tech.sina.com.cn/i/2018-07-12/doc-ihfefkqr1755623.shtml,德国卡尔斯鲁厄联邦法院今日裁定，父母有权访问其已故子女的Facebook账号。该诉讼源自2012年的一场意外。当时一名15岁的女孩在一个地铁站被火车撞死，女孩的母亲想通过访问女儿的Facebook账号来寻找她是否是自杀的线索，但Facebook以隐私为由拒绝了该请求。（新浪）,新浪,未透露
商务部：中德企业签署的商业协议涉及金额达近300亿美元,2018-07-12 18:41:34,http://www.egsea.com/news/detail?id=265300,商务部新闻发言人高峰表示，李克强总理访问期间，中德企业签署的商业协议涉及金额达近300亿美元，其中包括汽车、自动驾驶领域的合作，比如德国的汽车企业提高在华合资股比，双方汽车企业在华共建研发中心，以及在自动驾驶、新能源汽车等领域的多项战略合作。（证券时报）,证券时报,未透露
"工信部：今年制造业""双创""平台试点示范项目申报工作启动",2018-07-12 18:11:39,http://www.miit.gov.cn/n1146295/n1652858/n1652930/n3757016/c6256380/content.html,"36氪讯，工信部发布关于组织开展2018年制造业“双创”平台试点示范项目申报工作的通知，将围绕""双创""平台+要素汇聚、+能力开放、+模式创新、+区域合作4个领域，遴选若干产业应用基础好、发展前景广、带动作用强的项目，支持制造业""双创""平台建设和应用推广，提升制造业重点行业骨干企业互联网""双创""平台普及率。",36Kr,未透露
苗圩与德国经济和能源部长会谈：加强中德智能制造、自动驾驶合作,2018-07-12 16:40:37,http://www.miit.gov.cn/n1146290/n1146397/c6255916/content.html,36氪讯，中国工信部部长苗圩与德国经济和能源部长皮特·阿尔特迈尔在柏林举行会谈，就加强中德智能制造、自动驾驶等领域合作广泛交换意见，一致同意年内举行部门间对话，共同推动标准制定、技术研发及产业合作。双方共同签署了《关于自动网联驾驶领域合作的联合意向声明》。,36Kr,未透露
新华社：多种积极信号在中国资本市场显现,2018-07-12 15:40:53,http://www.ce.cn/xwzx/gnsz/gdxw/201807/12/t20180712_29726196.shtml,新华社发文称，近期越来越多的积极信号显示，中国资本市场有能力、有底气实现长期健康发展。进入密集披露期的A股上市公司中报显示，今年上半年上市公司经营状况良好。另一方面，通过几年来的严监管，市场环境得到不断净化。更积极的是外资在加速布局中国金融市场。（新华网）,新华网,未透露
商务部：将继续改善营商环境，保护外资企业在华的合法权益,2018-07-12 15:34:01,http://www.egsea.com/news/detail?id=265298,商务部新闻发言人高峰今日表示，中国有稳定的投资环境，较强的产业配套能力，有潜力巨大，正在升级而且不断开放的消费市场。近期，通用电气、福特、宝马、特斯拉等外资企业纷纷进一步扩大在中国的产能、规模和投资。我们将继续改善营商环境，保护外资企业在华的合法权益，使中国继续成为外国企业投资的首选之地。（证券时报）,证券时报,未透露
第四次专利法修改或涉及缩短药品上市时间,2018-07-12 07:22:07,,接近国家知识产权局内部人士表示，探索建立药品专利链接制度，大幅缩小药品专利到期与药品上市时间等，或成第四次专利法修改方案的重要组成部分。（经济参考报）,经济参考报,未透露
深圳推出小微企业票据再贴现，承办利率不超再贴现加150BP,2018-07-11 21:14:06,https://m.21jingji.com/article/20180711/herald/2554acd922e91321297130acd45750be.html?from=weibo,深圳人行将以政策性优惠利率向承办银行提供再贴现资金，同时要求承办银行办理“微票通”小微企业票据贴现利率原则上不超过再贴现利率加150个BP。所谓“微票通”，是利用人民银行再贴现政策工具，为有产品、有市场、有诚信的小微企业专门设立的票据融资再贴现快速通道服务项目。（21世纪经济报道）,21世纪经济报道,未透露
证监会：警惕互联网“非法荐股”风险,2018-07-11 19:46:55,http://www.csrc.gov.cn/newsite/djffzqqhhdj/ffzqqhjs/201807/t20180710_341033.html,36氪讯，证监会称，近期，有不法分子利用微信、微博、网络直播室、论坛、股吧、QQ等互联网工具或平台进行“非法荐股”活动有所抬头。对此，证监会提醒投资者，根据《证券法》《期货交易管理条例》《证券、期货投资咨询管理暂行办法》等法律法规规定，从事证券、期货投资咨询业务，必须依法取得中国证监会的业务许可；未经中国证监会许可，任何单位和个人均不得从事证券、期货投资咨询业务。,36Kr,未透露
铁塔5G站址布局省市出炉，14个省市入围,2018-07-11 16:50:25,http://www.telworld.com.cn/show-list-25924,据悉山西、黑龙江、江西、山东、湖北、海南、陕西、甘肃、青海、广西、河北、河南、重庆、辽宁这14个省份，已明确由铁塔公司统筹组织5G站址规划。另外，山东、黑龙江、河南、广西、海南、陕西、辽宁7个省已经出台文件表示向铁塔公司开放全省公共资源，支持信息基础设施建设。（运营商世界网）,运营商世界网,未透露
国资委：加快中央企业电子商务联盟建设,2018-07-11 15:08:31,http://www.sasac.gov.cn/n2588025/n2643314/c9231542/content.html,36氪讯，国资委副主任、党委委员徐福顺指出，中央企业电子商务联盟成立一年来，加快推进资源共享和协同合作，取得多项显著成果，值得肯定和表扬。中央企业要把发展电子商务作为培育世界一流企业的重要举措，坚持改革创新，强化协同共享，加快中央企业电子商务联盟建设，扎实做好下一步工作。,36Kr,未透露
上海：重点推动汽车、航空、船舶领域进一步对外开放,2018-07-11 14:41:58,"http://news.cnstock.com/news,bwkx-201807-4245053.htm",上海市经信委副主任黄瓯介绍，本市鼓励外商投资先进制造业，全面落实准入前国民待遇加负面清单管理制度。重点推动汽车、航空、船舶、绿色进口再制造和维修等领域的进一步对外开放，推动重大产业项目落地。全力打造汽车、电子信息产业，积极培育民用航空、生物医药、高端装备、绿色化工等产业集群。（中证网）,中证网,未透露
韩正：积极回应社会关切，加快推进抗癌药降价,2018-07-11 14:29:26,http://www.xinhuanet.com/2018-07/11/c_1123110476.htm,国务院副总理韩正10日在国家医疗保障局调研并主持召开座谈会。韩正重点了解抗癌药降价、医保支付方式改革、治理高值医用耗材过度使用等工作开展情况。韩正强调，要积极回应社会关切，加快推进抗癌药降价，减轻医药费用负担，给人民群众带来实实在在的好处。（新华社）,新华社,未透露
中德签署20多项合作文件，将展开汽车全价值链合作,2018-07-11 13:03:34,http://epaper.21jingji.com/html/2018-07/11/content_89926.htm,7月9日，在中德双方磋商之后，两国总理共同见证了双方农业、教育、青年、卫生、化工、通信、汽车、自动驾驶等领域20多项双边合作文件签署，总金额近300亿美元。双方促成一批具有示范意义的政府间及企业合作项目，涉及自动驾驶、新能源汽车、工业互联网、智能制造、电子商务、节能环保等面向未来的合作领域。（21）,21,未透露
日本政府将与社会企业共同开发新一代反应堆,2018-07-11 12:51:51,http://tech.huanqiu.com/it/2018-07/12464759.html,据《日本经济新闻》报道，日本政府和民营企业将共同推进新一代反应堆的开发。日本经济产业省已开始讨论2018度内组建由大型电力企业和反应堆企业等参加的协议体。将就进一步提高安全性的反应堆的开发和商业化展开合作。日本希望通过建立各企业展开合作的机制，推动核电站新建，也为行业重组进行布局。（环球网）,环球网,未透露
上海金融办：沪伦通争取年内开通，市场是否回暖等是外部条件,2018-07-11 12:51:07,https://www.thepaper.cn/newsDetail_forward_2255582,上海市金融办副主任李军表示：“沪伦通也是采取CDR的方式，是根据上海和伦敦两地已上市股票设计的CDR，这两类企业会不会有不同、到时候资本市场会不会回暖都是开通沪伦通的外部条件，根据我们的了解，证监会和上交所都在按照年内开通的时间表在准备和推进。”（澎湃）,36Kr,未透露
工信部要求电信企业向用户按月推送账单信息,2018-07-11 09:04:43,http://www.xinhuanet.com/fortune/2018-07/11/c_1123108363.htm,针对社会反映的手机不明扣费等问题，工信部要求基础电信企业下月起以短信方式按月向用户主动推送通信账单信息。工信部将组织开展综合整治骚扰电话专项行动，严控骚扰电话传播渠道，加强预警、监测、识别和拦截。（新华社）,新华社,未透露
北京拟推出网贷白名单，已验收平台有望首批进入,2018-07-10 19:08:18,http://stock.hexun.com/2018-07-10/193416783.html,据接近北京市监管部门的人士，在网贷备案确定推迟1-2年的情况下，北京市拟推出一个网贷平台的白名单，几家已经通过网贷备案前期验收的企业可能会首批进入该白名单。（和讯网）,和讯网,未透露
广电总局：坚决遏制偶像养成类、选秀类节目过度娱乐化,2018-07-10 18:02:22,https://mp.weixin.qq.com/s/woO1P7Ci3VsZ27VJuODTkQ,36氪讯，国家广播电视总局办公厅今日发布《关于做好暑期网络视听节目播出工作的通知》，对暑期相关网络视听节目播出作出几项安排：一是制作传播正能量鲜明的青少年节目；二要保护青少年身心健康，严把节目导向关、内容关。,36Kr,未透露
上海提出“扩大开放100条”行动方案，争取外资新能源汽车项目落地,2018-07-10 13:06:42,https://www.jfdaily.com/news/detail?id=95866,方案提出，将建上海自贸试验区版权服务中心；鼓励外资投资先进制造业，争取外资新能源汽车项目落地；进一步放宽服务业市场准入，加快实施汽车、飞机、船舶产业对外开放，创新发展高端绿色进口再制造和全球维修业务。（上观新闻）,上观新闻,未透露
中德签署自动网联驾驶领域合作联合意向声明,2018-07-10 09:35:22,,当地时间7月9日，工信部部长苗圩与德国联邦经济和能源部、联邦交通和数字基础设施部代表共同签署《关于自动网联驾驶领域合作的联合意向声明》。两国将合作推动国际统一标准的制定及应用、促进相关技术要求统一、促进两国企业在智能网联汽车及基础设施数据共享等，共同推动两国智能网联汽车发展。（证券时报）,证券时报,未透露
央行潘功胜强调禁止ICO及数字货币交易活动,2018-07-09 19:59:43,https://www.yicai.com/news/5437740.html,中国央行副行长潘功胜表示，ICO以及各类变相的ICO，比特币等数字货币交易活动，以及互联网外汇交易平台，涉及非法集资和非法发行证券，“是不让干的”。他继续强调，目前部分机构在中国国内受到打击之后，跑到国外，未经中国政府许可，仍然对中国的居民开展业务，这也是明确为非法并禁止的。（第一财经）,第一财经,未透露
互联网金融风险专项整治下一阶段方案出炉,2018-07-09 19:49:33,https://www.yicai.com/news/5437740.html,据一财报道，根据方案，首先明确了时间节点，P2P网络借贷和网络小贷领域清理整顿完成时间，延长至2019年6月，其他各领域重点机构应于2018年6月底前，将存量的违规业务化解至零。,36Kr,未透露
世界首座浮动城市将在2022年建成,2018-07-09 16:09:58,http://www.techweb.com.cn/world/2018-07-09/2683941.shtml,据国外媒体报道，2022年世界上首座浮动城市将在南太平洋建成。这座城市的赞助者表示，它将拥有自己的政府和加密货币。在2017年与法属波利尼西亚政府签署协议后，建造者明年开始建造这座孤立乌托邦式的城市。这座浮动城镇是海上家园研究所的构想。（Techweb）,Techweb,未透露
央行：再用1到2年时间完成互联网金融风险专项整治,2018-07-09 16:09:47,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3573837/index.html,36氪讯，央行会同相关成员单位召开互联网金融风险专项整治下一阶段工作部署动员会。央行副行长潘功胜指出，按照打好防范化解重大风险攻坚战总体安排，再用1到2年时间完成互联网金融风险专项整治，化解存量风险，消除风险隐患，同时初步建立适应互联网金融特点的监管制度体系。,36Kr,未透露
明年起全国高铁或将实现刷证进站，无需换取纸质车票,2018-07-09 15:30:29,http://www.jwview.com/jingwei/html/07-08/167752.shtml,中国铁路总公司党组书记、总经理陆东福在“智能高铁发展暨京津城际铁路开通十周年论坛”上宣布，电子客票将于明年在全国推广。届时，在部分试点线路上，乘客或可实现“刷手机”、“刷身份证”直接进站乘车，无需换取纸质车票。（中新经纬）,中新经纬,未透露
法国财政部长：最迟在2019年初对数字巨头征税,2018-07-09 11:43:54,https://tech.sina.com.cn/it/2018-07-09/doc-ihezpzwt9164962.shtml,法国财政部长勒梅尔表示，欧盟将克服谷歌和苹果等数字巨头带来的税收差异，这些公司过去在不少欧洲国家以最低税率获得巨额利润。他表示：“我们将在2018年末或最迟在2019年初对数字巨头征税，因为这不仅关于公平更关乎主权。”（新浪）,36Kr,未透露
李小加回应新经济股价表现：监管者不关心这个问题,2018-07-09 10:23:26,,关于“新经济股是过高还是过低”，港交所总裁李小加回答称这是仁者见仁智者见智，作为一个交易所，一个监管者，不关心这个问题。“对于交易所来说只要买卖都来，我们不关心太多他们之间的上上下下。因为监管者不能左右这一个市场，并不能管理这一个市场，要敬畏这个市场。”（彭博）,36Kr,未透露
传明年新能源汽车补贴再减三成，中汽协：未收到通知,2018-07-08 17:47:50,http://www.nbd.com.cn/articles/2018-07-08/1232858.html,7月6日，有外媒报道，“明年中国电动汽车的财政补贴将在2018年的基础上再减三成”。对此，多方均表示没收到此通知。全国乘用车市场信息联席会秘书长崔东树称，“他不了解这一信息，但上述知情人透露的‘明年电动汽车补贴标准下降以及针对车辆的续驶里程提高补贴’，均属合理范围。”（每日经济新闻）,36Kr,未透露
证监会修改相关账户管理制度，外国投资者参与A股交易范围进一步放开,2018-07-08 17:33:58,http://www.csrc.gov.cn/pub/newsite/zjhxwfb/xwdd/201807/t20180708_340913.html,36氪讯，证监会会同有关部门上报了《关于进一步放开外国人A股证券账户开立政策的请示》，已获国务院原则同意。证监会7月8日就《证券登记结算管理办法》《上市公司股权激励管理办法》等相关规定的修改草案公开征求意见。,36Kr,未透露
银行理财等3套监管细则雏形已定，出台时间未定,2018-07-08 13:03:07,http://finance.sina.com.cn/money/lczx/2018-07-08/doc-ihezpzwt4245306.shtml,从多个独立信源获悉，银保监会正着手起草三套独立的资管新规配套细则，分别针对商业银行理财、银行资管子公司和结构性存款，具体出台时间尚不明确。一名国有商业银行资管部人士透露，“三个单独的细则应该都有雏形了。”（新浪）,36Kr,未透露
王军：理财新规延期发布是正确选择,2018-07-08 12:24:18,,中原银行首席经济学家王军在2018年中国财富论坛上表示，理财新规延期发布是正确选择。近期国内市场风雨飘摇，在这种情况再叠加过强过严的监管会引发不大不小的危机。监管要把握好度，避免简单粗暴，防范风险的升级。此前财新网报道称，理财新规本有望于6月末7月初推出，监管部门考虑到市场情绪，发布还会观望一段时间。（财联社）,财联社,未透露
